PPP1R12B,axolotl_gene,human_gene,D0,D0.5,D1,D1.5,D2,D3,D4,D5,D7,D9,D10,D12,D14,D16,D18,D20,D22,D24,D26,D28,LFC,ME,LME
4172,axo10552-f_at,EI24,76.9736951,88.7330836,90.27584412,92.32344799,86.89552036,77.67115422,86.91980302,93.37071981,90.31454845,84.83469488,82.97918601,48.98965732,50.5227434,50.10809838,91.09098646,79.663204,75.37342261,78.15167558,70.9414936,75.43132171,-0.651888305,78.57821503,6.296057491
12361,axo20675-f_at,SNAI2,70.68649489,80.11265773,79.6824002,76.53418047,73.79786121,75.19412803,74.73789886,75.56090626,85.02524777,80.16551182,101.8280064,66.0987467,61.389673,56.00011815,73.26343301,76.03297308,93.72786401,85.99814883,102.2525988,82.76771363,0.532631,78.54282814,6.295407642
13858,axo06268-f_at,TTC39C,89.38810763,97.10465823,99.8807812,97.92903751,90.48544866,84.55806747,80.43877467,86.21673356,84.41460363,80.95801432,88.34683828,54.17964126,53.2537441,54.106914,77.70625346,74.27589093,68.70749596,67.8838884,66.59100922,74.12299137,-0.747199945,78.52744469,6.295125047
14171,axo10838-f_at,USP10,59.13563286,67.64619116,70.97494889,81.4554204,81.09049421,77.89892963,75.66900659,73.33287521,63.01175557,61.27751553,82.6379408,58.41010625,56.48907258,64.7399228,103.6174662,106.4840324,110.3840795,102.9106656,88.14881682,84.01872572,0.9004325,78.46667994,6.294008253
5047,axo07830-f_at,FN1,39.01388598,44.2740179,38.31483798,48.00882095,65.15826121,103.1770147,135.2377867,175.5714069,188.1118209,122.5396393,144.878118,86.82312194,57.916626,43.18789442,61.47752158,45.33648072,42.98008408,40.97270111,39.62240098,45.4298268,2.2695309,78.40161341,6.292811438
2656,axo08500-r_at,CHMP1A,62.80583525,70.76014504,74.00925558,75.18069775,80.21186767,79.99994483,80.23664069,78.34138343,62.06149305,68.57724776,96.28370148,58.99258063,58.83707513,65.73490391,95.44615001,98.25177051,98.05285277,93.59526238,84.30524002,86.21321969,0.6455848,78.39486338,6.292687223
14412,axo02566-f_at,WDR20,62.23571382,76.37015253,89.73171003,103.6068155,102.0768921,94.36504855,84.89062314,79.26863344,89.30849466,75.91832725,75.52404337,53.30308568,48.09826267,54.85862248,88.33671632,70.77491469,75.47141405,83.87563625,75.56574061,83.76050295,0.7353043,78.3670675,6.292175607
9219,axo17543-r_at,NUDT17,78.72709832,78.16874661,85.77923235,80.25131904,77.41181662,77.48904721,78.69429799,75.4226429,78.03840033,76.74250753,78.78776473,54.80713782,55.70066552,57.9171065,87.54696134,87.59012968,89.17458552,90.38798455,94.35574133,84.26510408,-0.52249651,78.3629145,6.292099151
12484,axo10558-f_at,SPAG7,78.44721908,70.00499695,79.85110682,75.56167093,83.99670906,76.74103939,78.81421753,84.0234023,80.0892109,72.26679461,89.35793244,60.65865303,55.62558348,59.09947609,89.37976212,86.41578746,91.5762447,82.4962937,89.30290491,83.21893959,-0.495973741,78.34639725,6.291795029
350,axo15025-f_at,AHCTF1,79.26993564,72.44005819,79.85016037,68.36026573,78.18365362,79.79640797,80.22184825,84.77383217,82.64441372,73.61476228,93.43427671,63.05543786,61.26002939,60.68091606,79.78821688,98.51751277,94.56058791,79.34595653,78.13364968,76.86805718,0.3136064,78.23999895,6.289834446
11187,axo02879-f_at,RNF14,79.49682296,90.7242676,103.3183859,91.57419445,101.9191825,72.55436465,76.14523744,72.42233063,71.05869556,74.40838494,86.83311897,56.09087676,47.32999679,48.83955449,75.21167908,82.13113328,99.52827264,90.05679313,76.4283246,68.35259474,-0.748142381,78.22121056,6.289487958
142,axo12682-r_at,ACP1,76.80634009,81.65116131,85.74563942,83.43006128,81.26797268,81.84643652,79.87254067,79.61548206,77.45236032,74.46310136,76.0630139,54.17401822,54.40299266,54.87659168,83.76294724,84.80029039,86.10843125,87.48072672,90.37698976,88.73291139,-0.503624302,78.14650045,6.288109363
4405,axo14490-f_at,ERC1,73.95648229,61.03009369,65.92104008,70.73875879,79.32353134,72.78674279,74.47712617,79.24721884,73.72196397,70.36481971,122.4546544,87.82364064,73.77244041,59.24670497,83.32354991,90.01602791,96.80388884,85.08419142,75.78583412,66.02423155,0.7274991,78.09514709,6.287160996
123,axo05531-f_at,ACCS,77.77054803,130.4712386,90.92236464,120.4921042,76.82876192,73.63728344,73.48577488,75.57887296,63.09937018,65.7870447,60.88692717,50.5722109,52.43892055,60.12847972,73.19875472,80.66017328,80.55218959,94.45392216,70.62043487,90.09572204,0.746436,78.08405493,6.286956069
4152,axo03334-f_at,EGFL7,114.0978582,72.42098028,81.32781787,100.8818411,110.7506687,78.53779561,86.20287015,88.50745661,95.9350768,106.3415729,75.70931972,46.04183953,49.42121192,39.97541351,76.48158411,57.77233898,67.38689281,75.98245388,69.77442378,67.24728886,-1.513086848,78.03983527,6.286138827
12456,axo11379-r_at,SORBS3,63.9515269,116.1237696,141.860163,134.9922431,111.9380337,62.9341031,67.88711165,66.26721116,99.62493688,75.43959888,78.69711265,48.41268963,43.04285062,43.97659634,72.34847991,60.99049839,70.09349711,68.94890333,59.40548754,72.61267014,1.1494188,77.97737418,6.284983669
3488,axo14989-r_at,DCAF12,66.96539237,71.07559174,75.61398059,80.69063846,78.98213164,86.99942737,87.96220717,80.49653064,76.41461562,78.44009078,83.78463548,53.64735497,57.41124983,59.91250798,92.64303424,85.23521505,89.96932538,82.97769059,83.81977246,86.45541964,0.4682668,77.9748406,6.284936793
14006,axo09077-r_at,UBE2H,69.41154324,76.22869643,77.51537559,80.64204391,81.62519907,81.40086951,88.71819447,84.56863573,92.06898266,90.37319358,101.3787029,61.06339709,57.18217973,56.39514368,83.53488488,76.4154525,72.21235062,76.68374019,75.29107224,76.60853354,0.5465071,77.96590958,6.284771542
2267,axo17203-r_at,CCDC93,99.36703416,90.41022881,89.49801006,85.03143617,84.19234731,69.05265593,70.85336172,79.74624592,85.42518726,86.85057528,89.85661439,66.56676541,59.14108204,58.71544839,79.20999055,78.98092176,76.03832779,67.56497235,64.89644747,77.27087341,-0.75902717,77.93342631,6.28417034
8863,axo16742-f_at,NEIL3,58.94239592,57.34960323,41.6070616,40.11700505,55.65794741,77.15768751,75.20034628,92.2758809,58.50274445,67.31873678,66.15250119,38.42089686,62.57514852,65.93718667,110.4868835,116.9555002,121.8329284,116.9349919,126.2412863,108.190064,1.0988062,77.89283983,6.283418812
7638,axo15490-r_at,Magmas,94.31371655,85.45864872,76.30827454,81.38512907,81.21457749,73.67157088,69.91103556,72.51622404,74.53176915,71.71255429,72.07884059,46.0711904,46.56777626,54.92287455,86.59161351,90.06889769,88.51715024,102.736228,89.75020319,99.45078819,-1.03360273,77.88895315,6.283346823
13641,axo15481-f_at,TPRKB,76.50220364,66.44770192,65.52332665,76.14957607,82.62083869,93.88171554,95.58528284,78.02948646,96.84302909,75.42763571,64.09920684,63.99388121,66.68101122,46.21003516,69.14763003,90.41145083,80.33796987,87.55843723,69.95650939,111.5748688,0.5444389,77.84908986,6.282608268
6470,axo19803-f_at,IQCB1,52.75137522,52.43397082,50.76482876,45.57158045,56.95108411,70.42899056,82.21836628,93.1287494,91.83441496,86.94367665,81.72676363,57.19939823,66.50693605,59.04009583,99.23826449,101.8491691,94.238724,99.74790945,113.3135281,100.5969183,1.1030395,77.82423722,6.282147626
11240,axo09508-r_at,RNGTT,50.65735691,62.55831286,62.12495515,71.15175811,79.65479469,100.8014373,111.9095231,90.50793648,79.31407484,73.85646975,68.49099433,56.72587163,58.41426986,56.97063115,96.34368495,89.59852641,76.82781401,90.52992788,82.40758913,97.4828956,1.1434891,77.81644121,6.282003098
5945,axo10329-r_at,HERC2,72.77894838,68.88150216,70.43731934,71.55358768,71.030385,68.19886385,85.20225448,82.53058148,74.83266763,74.59723749,85.7181792,57.54208057,55.43621061,63.48957269,89.50225957,88.36172021,94.97995714,88.31900416,97.91005352,94.77952332,0.4279358,77.80409542,6.281774192
13210,axo02545-f_at,TIAL1,68.57949616,82.40176875,96.1784586,96.93486134,121.4489747,84.94707108,74.8773774,72.38587501,84.93214022,84.25088875,85.42962829,51.79241706,47.19056839,51.61365736,89.5640027,85.07994526,80.36220252,67.78302419,64.78120954,65.13482066,0.8245011,77.7834194,6.281390753
14254,axo11934-r_at,VARS,67.11767334,71.22075379,71.99392655,73.2021948,85.02149959,89.37468829,74.8644863,86.0267959,77.76540013,71.99334769,84.0040279,61.19029469,55.30459461,51.26646776,71.47119969,101.6420734,109.570415,89.71380522,87.04721284,74.68202802,0.7070937,77.72364428,6.280281642
4814,axo09543-f_at,FBP2,624.1922783,160.0504807,122.0257154,130.7732995,97.42190574,64.46167628,44.20654872,47.6356543,31.12443838,29.56619943,22.49268057,17.48858738,17.65972448,17.02467492,21.25256843,20.77483768,21.21375931,21.89607839,22.26787987,20.78130142,-5.196291354,77.71551446,6.28013073
2056,axo00847-r_at,CANT1,56.49754602,106.0787154,142.0276292,117.8643739,96.41741863,64.6609411,60.12456309,62.33427268,80.18704673,66.0302407,80.00548465,50.26316154,44.25311154,50.03140458,76.3318102,84.56945053,80.84494142,75.17458014,71.9593126,86.79519068,1.3299115,77.62255977,6.278404105
9573,axo15302-f_at,PCF11,95.66013353,66.11202501,73.52734059,92.89362582,79.14746291,80.34620626,71.5318575,73.67959877,68.44015395,80.68296516,66.87275736,44.37901574,53.21212666,59.97108187,83.97987292,90.20391843,89.68237006,94.39965618,97.82218604,89.44101777,-1.108040134,77.59926863,6.27797115
2339,axo02964-f_at,CD247,73.55604474,81.73411696,74.65187545,79.8424065,81.02749306,69.0913406,89.30097365,76.1840194,93.68569029,88.29040159,90.24930394,66.6029837,66.70283459,66.00274865,87.63920548,78.19211357,65.0650998,73.74737535,63.79784997,85.66993567,0.3489848,77.55169065,6.277086328
3117,axo07101-f_at,CREBL2,109.0855426,100.3839284,74.02898792,75.08611278,75.0494087,74.17483976,81.52322955,82.19785834,77.65127456,78.0475262,75.47101124,48.98670288,48.92922454,57.15845878,75.31081747,83.71205566,80.53146648,81.96537561,86.46041764,84.11381118,-1.156691587,77.49340251,6.276001585
1681,axo03135-r_at,C1QTNF1,336.3195188,118.9138874,119.6942966,95.86739995,88.46947765,74.20035067,60.96446653,54.82967055,46.89325763,49.33763306,42.10395346,33.79702877,36.70983165,33.5963955,41.62776797,46.2874057,58.82170102,78.04320385,75.26611495,57.79980819,-3.323454148,77.4771585,6.275699138
1884,axo16929-f_at,C6orf35,76.22802539,78.92019961,65.44074648,75.12983871,84.1436969,65.6117047,61.22778553,70.84137454,68.19646248,71.51975553,94.685119,77.05784099,70.68134955,65.39562523,79.57298973,104.4653728,97.23912457,100.8424595,64.37198268,77.87255194,0.4546314,77.47220029,6.275606809
4740,axo16623-r_at,FAM82A2,51.37555255,74.70962421,81.37026026,75.68843648,78.43804103,88.20914937,78.05855765,70.95727002,69.14553075,64.56052028,68.68584932,50.68412581,53.38921464,55.72461983,105.4059502,95.94789165,93.71887298,106.023275,90.48026816,95.93561543,1.0452271,77.42543128,6.274735609
7997,axo19794-f_at,MFSD7,72.28072641,77.14349479,84.79640518,81.21725712,79.15883089,80.06485523,79.09317479,76.50995662,74.59759427,81.41712089,85.31942868,59.25669598,49.81622982,57.21008212,81.9730061,96.55269343,81.69278715,80.50035833,82.62414314,86.80322867,0.4177055,77.40140348,6.274287821
11144,axo19622-f_at,RIOK1,59.18001266,74.84280891,66.62425544,64.08033123,68.66829797,83.17622478,87.74402608,88.00272547,67.23229536,65.23780334,72.10946834,48.20220558,54.49201377,60.90215098,87.53801713,101.6478014,104.9128512,99.04789434,100.5563515,93.42109175,0.8260095,77.38093136,6.273906188
5167,axo06314-f_at,FZR1,67.80992764,69.27496636,70.57019053,75.78650651,79.62604522,68.80853392,68.77767777,78.27045899,79.56029387,72.49249809,84.84239254,53.13094986,50.95721044,61.85239924,99.50306771,103.1289166,104.0499383,80.91057669,91.64524985,86.25570647,0.6177077,77.36267533,6.273565781
2193,axo02376-f_at,CCDC125,77.05833452,103.4499832,97.24726696,86.41087589,88.19522234,86.08723346,78.31466049,75.52322673,68.94386627,71.21333934,78.14834416,49.63550106,50.34310218,57.2619622,91.18400678,79.00079137,76.01898197,80.38821995,69.33938809,83.48802638,-0.634578649,77.36261667,6.273564687
93,axo11733-r_at,ACAA2,102.1929456,89.54740998,84.29333162,80.70137783,72.60697286,78.13601643,80.16656203,78.97711157,90.75235651,92.28181665,87.50991012,66.20095321,60.0393463,56.04853705,73.91269638,76.32393772,69.78837817,61.13856561,69.16158371,76.38715209,-0.866546988,77.30834807,6.272552306
4682,axo16725-f_at,FAM21B,95.68711747,78.92643604,80.29943881,82.28211086,73.91496089,71.5518022,75.86689559,81.00661959,77.87897008,80.04414653,101.5948598,69.7348411,64.7206409,60.22837151,80.64338545,85.4604021,86.83729011,72.67194932,64.37200053,62.03284554,-0.667881454,77.28775422,6.272167941
11802,axo01817-f_at,SERPING1,80.68184667,36.22361438,42.62223674,65.52961271,54.37468752,69.04157639,94.88028248,100.2891275,150.9936742,138.2570847,100.6473167,72.19530541,76.79695201,63.92266111,87.63143629,76.55333372,71.86697715,63.4379128,48.50341089,50.75300362,0.9041721,77.26010265,6.271651689
13685,axo14984-f_at,TRIM13,87.76840594,75.15253167,61.13426439,69.55188451,76.96941088,87.84931306,87.51561208,84.46492702,88.53152698,91.51106555,78.17185674,55.58533073,55.63431634,56.5172013,82.61819866,74.47864392,79.03190618,81.36557342,79.86929644,90.6498734,-0.658997507,77.21855696,6.270875689
8599,axo09801-f_at,MYO9B,54.40401799,51.4994493,70.55532178,87.86086513,93.69948414,79.39552558,81.56415132,84.50802833,68.05981384,60.4760874,106.9342427,72.63331408,65.87282622,55.96261738,79.04850649,89.03429205,103.766964,89.22273083,78.96381567,70.80452704,0.9749388,77.21332906,6.270778011
11855,axo08759-r_at,SFRP4,94.27203069,48.95611942,49.87029044,50.63613905,52.38413719,92.00477289,139.5751117,127.1836493,163.4294647,104.0343323,119.7026516,76.82317688,62.66880825,67.87819084,68.82866392,56.02018723,43.62624505,43.49107005,44.93428996,37.63683481,0.7937664,77.19780831,6.270487984
10196,axo09319-f_at,PPFIBP1,100.6579492,69.09608192,66.28121299,72.30899902,81.20722587,79.00248344,67.67284799,90.71806732,82.35607676,72.21578439,126.7635361,88.76810468,73.78079642,52.22481013,63.27777645,84.93208723,96.82347041,63.83308196,62.61815083,49.33218559,-1.02886,77.19353644,6.270408148
2492,axo00330-f_at,CDKN2C,90.50506952,61.53841583,68.80096046,67.75757325,80.91772758,85.34074501,76.16466818,88.93537651,80.7862971,78.00690885,70.09906033,50.60945843,56.34572887,58.50436132,84.31200717,88.32771592,75.41069287,90.04827909,93.7876659,96.92624795,-0.838591569,77.15624801,6.269711084
6847,axo17796-f_at,KIAA1462,119.0128301,68.46862333,69.84760292,69.42766759,66.84164342,72.35575176,96.3763728,90.96503463,100.6786733,86.90316406,70.48576396,48.46938251,48.16499711,40.66874556,67.34525057,74.84437562,90.24650148,84.67375711,89.82661104,86.6179426,-1.549124714,77.11103457,6.268865419
8829,axo10674-r_at,NDUFS1,84.93746228,70.86876977,76.44223209,79.78328383,79.41709036,73.41708354,70.65280337,75.00773642,67.69195131,72.0394619,82.26937054,57.92879391,60.76412011,61.39449915,87.1927454,90.2161991,95.9317653,83.11053166,89.65702354,82.83211378,-0.552120377,77.07775187,6.268242588
13813,axo00896-f_at,TSPAN32,80.36169005,82.90203437,127.8732247,118.6475336,117.3503391,106.1208039,112.2207228,92.13570872,83.72348732,79.25540383,80.83047385,53.30391655,44.50662826,38.65625177,53.71163749,55.69357894,52.96857531,56.05096476,57.06153295,47.98385624,0.6701344,77.06791823,6.268058516
13719,axo15275-f_at,TRIM72,668.1741689,168.3757311,94.05075369,116.9179072,104.6731493,95.61891962,46.497476,56.62399365,34.63070614,36.34030442,13.95673814,9.77896224,10.90853862,9.843623033,12.22716557,12.67710133,11.97887402,12.90498268,12.49065649,12.28509748,-6.094399028,77.04774248,6.267680781
8651,axo16639-f_at,NADSYN1,71.69632171,78.6941889,82.6354606,65.18168309,67.0423679,64.52088848,63.19393946,72.68211518,91.59825441,87.84741933,98.56201871,69.36434317,56.22837533,58.70947262,86.56833459,86.04824721,84.75130042,81.28776405,89.13973704,84.96669833,0.4591327,77.03594653,6.267459888
3807,axo19899-f_at,DNAJC14,62.14694206,69.89406256,67.64424531,71.26953962,79.2133233,76.64471448,85.5472575,80.92094148,94.71365953,79.84608687,87.91686881,61.70373539,56.67344504,54.18268394,89.00633389,90.27673268,81.97830183,84.65227879,81.97814273,84.2749289,0.6078891,77.02421124,6.267240098
14905,axo13688-f_at,ZNF318,53.26895226,57.32255062,62.39956212,68.69572898,75.06536501,90.71049048,80.57736931,75.94963362,57.76205241,61.3823766,86.22103048,69.97036673,65.66014824,62.17555218,86.41893221,103.0030181,111.448385,100.8447382,88.43390557,82.20067866,1.0650089,76.97554184,6.266328212
4853,axo20167-r_at,FBXO48,101.2263028,67.2696245,53.3064573,69.51442121,71.27810121,80.30678617,90.24810913,87.6864185,88.5260779,94.4055715,95.73153917,56.21648105,52.49796049,54.16214457,75.28698604,80.98484774,82.07060026,74.78031276,80.91642074,83.09469102,-0.947250929,76.9754927,6.266327292
14834,axo14628-r_at,ZNF182,103.1311326,68.68673486,53.65795995,82.31353097,76.50710352,72.34751206,78.14982297,76.68667962,90.18545681,93.10706248,89.13299634,55.52567127,50.27322103,64.18827619,97.62093063,84.33841478,75.31340671,70.76391196,76.47589072,81.09545187,-1.036617879,76.97505837,6.266319151
1335,axo12609-r_at,BTN3A3,76.02820369,90.13632343,88.9487977,75.68795906,75.33805591,82.46486671,78.37723102,79.65867623,77.69515871,82.66119986,74.88556784,54.25185908,54.57410789,57.32117508,84.98744937,80.49829939,72.90763002,84.67554721,82.56285188,85.25013419,-0.486862129,76.94555471,6.265766077
10791,axo10365-r_at,RABEP1,85.33675223,70.90654029,63.51978834,57.26443488,60.45394993,77.90436176,85.77981503,97.06982595,87.75136123,83.68365735,144.4095858,85.51340896,65.79452413,53.58688854,73.8500555,71.72190486,75.57720706,71.86937825,65.02644732,61.39207809,0.7589274,76.92059828,6.265298079
3086,axo16346-f_at,CPSF3L,61.24850394,67.92018578,58.65209354,58.16875818,58.56276638,65.2577391,70.72623703,73.22193021,75.31776581,74.34812222,85.92367534,59.60610077,55.86759124,63.6764414,95.68679911,95.95500141,103.4390055,94.34261597,109.5912876,110.6465762,0.8532123,76.90795984,6.265061017
5530,axo10120-f_at,GOLGB1,64.2727858,79.84457043,80.02648844,76.24757768,75.06676987,67.89381742,65.33119392,71.99510925,88.29984498,91.53366233,93.25087774,63.21158776,58.98934251,58.27286832,82.85646126,79.25459628,78.76492404,85.43701868,81.67136302,95.21215778,0.5669378,76.87165088,6.264379747
2079,axo11746-f_at,CAPZA1,91.52731792,91.71782258,100.720204,87.7912043,84.441377,82.81272706,80.55341237,79.1347033,74.29147166,78.47184959,81.92354273,54.66929019,53.77644664,48.91396228,67.99841908,77.94611972,77.68529863,75.11292632,76.15499706,71.28375844,-0.90395607,76.84634254,6.263904692
25,axo19327-f_at,AARSD1,78.52048615,72.25762845,56.37770323,60.3427943,72.36686656,81.19116834,77.63151837,96.98975777,101.6684473,78.57189224,83.2975178,59.4959103,51.78216898,60.50265913,99.1433086,72.73144831,70.68966501,90.49996317,80.07255854,91.10590123,-0.600613709,76.76196819,6.262319798
