PPP1R12B,axolotl_gene,human_gene,D0,D0.5,D1,D1.5,D2,D3,D4,D5,D7,D9,D10,D12,D14,D16,D18,D20,D22,D24,D26,D28,LFC,ME,LME
15139,axo13558-r_at,ZNHIT2,57.09431518,81.48716873,80.54685757,84.88068536,85.18279128,80.58536771,87.68261378,83.98270782,95.68786031,86.98207981,85.95547911,58.40182534,57.9768359,62.30914723,92.96464178,85.89067477,86.7373944,92.49307825,88.34708935,96.32215737,0.7545206,81.57553855,6.350064702
11150,axo05106-f_at,RLBP1,54.29960883,47.92262401,35.24513924,39.25592187,38.00080038,31.34455624,30.5014622,30.76495762,25.42369998,28.50124429,21.10740184,19.24688578,25.85630944,27.2210084,72.1139819,84.57185395,166.7598651,211.7129928,338.1720698,303.4300166,2.6387438,81.57262001,6.350013085
14955,axo06895-r_at,ZNF414,124.6190834,97.61384629,72.17432476,68.20905642,73.34686,76.70890169,91.0968902,93.41883185,77.26228285,88.59197409,90.50922884,56.67810978,57.57347327,63.70068295,85.12554355,87.498853,79.08646471,78.64106748,80.69459844,88.85534761,-1.13666146,81.57027106,6.349971541
14640,axo14201-f_at,ZBTB5,68.67242954,66.49721433,73.27158911,84.93091572,86.75837944,87.69215021,97.69895324,89.58705015,91.47091008,85.87176262,96.36245206,62.63339573,58.29180952,55.90301773,85.80496352,84.17142868,84.72296064,88.79516394,90.51725316,89.63103184,0.5086121,81.46424156,6.348095027
8161,axo06854-f_at,MMP1,9.426637823,775.861001,342.9576912,94.83768225,81.09707639,94.54792557,34.45638396,22.9990936,37.422193,23.66468642,13.21488532,9.412640639,10.25437257,11.73866835,14.31944329,11.10887102,13.51905778,8.333623368,9.903138389,9.166572549,6.3629111,81.41208222,6.347171013
7077,axo08062-f_at,LAMB2,451.5220084,134.3571325,108.7826677,103.8192528,90.95365443,67.12031122,49.46187756,62.09595123,59.48805071,59.22158918,46.78651289,29.93953192,32.77211992,37.63361051,49.08793253,51.16548053,56.57282855,45.35383685,48.97872115,43.05197448,-3.914672739,81.40825225,6.347103141
14050,axo13573-r_at,UBTF,72.70684559,65.75826365,71.95710801,77.42342904,80.38798035,79.81429744,73.92602825,82.68476349,83.77900238,81.94713465,93.51234958,73.34208215,64.42498652,56.55505815,86.01955126,99.26923022,110.6179499,93.59510668,92.44621834,87.04974702,0.6054224,81.36085663,6.346262964
1104,axo31374-f_at,Bbip1,88.4130668,80.81398106,74.55563024,78.62108127,73.58156724,77.06854772,75.46228079,84.40865905,81.34598865,79.79066693,84.93532517,57.23285592,54.11285853,58.99568773,92.13186421,97.55662206,91.90766623,104.0725727,92.80078474,99.3100694,-0.708288151,81.35588882,6.346174872
2630,axo16256-f_at,CHD7,55.26098605,71.57573624,73.14997671,114.393669,91.18445553,71.92580711,86.68294717,82.71967429,94.07191708,92.55716047,82.14885148,62.05871946,64.26042708,62.5204252,102.006424,93.62351984,94.09317653,77.81159783,78.99279146,75.81650777,1.049674,81.34273852,6.345941657
12552,axo04765-f_at,SPI1,40.17882586,67.6854203,146.3426217,141.9674324,111.0569446,71.0121115,102.1699198,85.70468705,145.497787,121.2578216,173.5439787,88.61902948,57.15619205,40.02179943,39.28104213,44.70561068,36.84950156,40.55480353,34.9788875,36.49138745,2.110794,81.25379022,6.344363206
6767,axo19090-f_at,KIAA0319L,90.99809258,116.5561727,108.6646064,100.5321266,99.44893388,91.17412854,79.47393647,91.37276451,79.48268479,84.6492042,82.00997543,54.61622737,55.16679622,57.57112691,78.76182307,80.87506155,65.60684322,66.72687338,67.482401,73.44901814,-0.736506642,81.23093985,6.343957431
9188,axo08296-f_at,NT5E,98.52630854,80.37091491,88.9987828,86.80056931,83.29485615,83.30024305,86.72457137,82.30371803,79.01109224,82.25187719,84.8104539,55.55937869,52.87610666,50.74998712,74.38665401,84.39716308,84.16692471,97.85983194,87.83264228,99.93724207,-0.957101549,81.2079659,6.343549347
8061,axo25904-f_at,mir-552,118.9467052,83.62765478,72.77435285,62.83073274,63.70464656,86.2140862,102.4861538,108.7139827,124.9128425,121.2109479,97.46373464,61.89710627,62.92763058,61.33707173,79.33544152,72.90931793,57.46530984,62.70823028,57.34907056,63.82722852,-1.0524733,81.13211236,6.342201146
14826,axo14630-f_at,ZNF182,58.06444043,72.44693248,73.3513595,72.51096155,81.02328087,90.21804384,85.2960188,80.94532753,97.9457508,89.94823703,97.92675679,60.57305725,58.14222412,60.62453309,105.3505912,86.4931455,83.16999845,90.49749793,87.72623818,90.14610797,0.8594716,81.12002517,6.341986195
6321,axo07374-r_at,IGFBP7,89.31596678,99.52845201,93.27299254,107.7794635,126.0468889,112.4597395,97.90793612,86.25664514,71.6877397,69.92522084,64.83861639,48.79713196,51.49238701,49.34430416,74.39532705,75.50987375,66.2040284,71.12805952,83.89481822,82.2540494,-0.872121749,81.10198204,6.341665268
14248,axo11244-f_at,VAMP7,66.46821934,79.44850681,83.30299149,88.4794063,88.25332936,86.27374038,84.76001865,84.37269037,84.26606782,85.52877667,82.67386906,55.22637965,55.64876425,53.62991743,93.3904355,96.62227388,89.48260182,89.60126528,87.69845977,86.53554229,0.5396911,81.08316281,6.34133046
3466,axo16599-f_at,DARS2,61.90080216,75.32807726,70.63224269,67.26387088,70.64325432,78.55205972,85.64371071,82.67520428,78.09608922,80.46365123,84.89816698,56.86187646,58.6499693,61.96017269,94.25986435,96.85046699,88.70432849,104.9922915,118.8767525,104.1799832,0.9414366,81.07164175,6.341125454
4867,axo17145-r_at,FBXW5,63.64933341,75.77106391,87.00463171,84.39751408,91.87925159,89.75606979,84.49325077,86.04763288,88.00727,87.26384272,78.47959547,48.57670039,51.66415603,57.99198742,94.83043837,90.6892284,85.20740447,99.63827915,85.78445289,89.99780437,0.6465547,81.05649539,6.340855894
4268,axo12925-f_at,ELL2,69.19473199,107.2293327,122.3573961,104.4225584,109.4615135,81.37661132,65.12955661,82.86472035,83.30058372,67.44678638,135.3930055,84.75884857,65.68351073,46.48170731,64.64251841,84.58833384,68.92584767,68.57059806,56.58061684,52.57584037,0.9684191,81.04923092,6.340726591
3340,axo02454-r_at,CXorf40A,87.24644848,77.91190041,69.78358451,71.60113243,70.28806824,81.05356857,85.39958773,85.24011888,83.5491126,79.74591426,77.00529788,54.66068422,54.273642,55.82468212,89.67315175,99.39044787,97.34816638,109.632718,93.29116796,96.24402678,-0.684844682,80.95817105,6.339104793
13668,axo13750-f_at,TRAPPC3,71.91047828,84.74560234,89.96953741,95.37602821,100.1378309,100.0722181,94.31287324,82.08942633,91.07516509,85.28695577,83.92314276,54.15242401,57.38448511,57.08486242,85.48900041,70.83435309,74.76037497,82.17036101,77.64018228,79.9284496,0.4777132,80.91718757,6.338374272
10809,axo08630-f_at,RAC2,86.86597587,93.17239673,76.04283954,92.7308131,104.4203508,88.62750533,104.6200461,125.9086159,100.7960435,102.0423345,122.2311767,76.58265495,61.98516473,46.10889024,82.61743701,50.81531976,47.74372415,63.0056237,45.22775561,44.23128345,-0.9737241,80.78879758,6.336083353
10444,axo16793-f_at,PRR11,43.09050497,48.60016814,44.37549785,42.33500047,62.4231303,68.91168839,71.0781339,93.21828075,94.0489414,86.66369838,82.58863149,50.47935737,64.46986632,74.13011072,116.0604325,111.0328605,108.2963418,114.7385754,121.3542984,117.4566023,1.4937833,80.76760607,6.335704874
8260,axo04865-f_at,MRAS,54.39282304,341.1054983,126.897787,82.61668683,71.637456,59.64148193,68.52477591,70.18806861,74.30396023,61.45582263,77.33467373,42.34978763,43.91615752,47.62182415,63.63994131,64.17608602,71.05865123,58.30676598,62.50593169,72.36637498,2.6487298,80.70202774,6.334533018
7258,axo08094-f_at,LMO1,40.64379751,39.91311023,34.78660787,40.78794451,38.47694897,40.1034153,45.63901974,39.56836643,48.10463491,49.11515681,46.72120246,35.85350443,44.70774165,53.34792498,116.2561156,166.6375704,206.2478257,155.2621543,212.0184934,158.5260256,2.383083,80.63587804,6.333349988
14962,axo00622-r_at,ZNF418,106.1744334,58.69323816,39.25351929,53.66437238,60.22321822,88.59438129,88.0470706,88.85017422,92.90070244,97.94275686,75.68321657,61.56983546,60.30963722,67.52607223,106.3077894,93.61986633,93.30281477,95.12289381,94.25801536,90.37075058,-1.4355425,80.62073793,6.333079083
12430,axo19673-r_at,SNX25,98.90415327,88.10417617,80.46354526,78.81099989,79.44820943,78.1619145,85.32416584,86.32109735,88.80634178,87.11541379,85.86878658,61.11102161,61.9624441,60.29919395,81.82638435,82.93849136,76.24082365,79.26810048,86.28458886,83.28930217,-0.713892388,80.52745772,6.331408883
1634,axo05456-r_at,C1orf194,72.43213021,71.64864422,105.9213423,62.04070606,84.5330149,68.57044596,89.05320319,94.17826241,106.4072027,98.92727276,101.200738,51.20844757,47.26520984,54.39277203,85.81884027,87.29853268,89.94725194,83.5698534,80.88883065,74.74195525,0.5548941,80.50223282,6.330956893
8934,axo08282-f_at,NGFR,54.59508987,101.5658649,58.63269234,53.55932598,60.42596069,53.457568,58.93011188,62.56555042,72.82599487,72.98263831,71.66689275,51.38844101,64.5275722,73.67540598,111.899742,94.73378355,116.922867,101.7169854,133.3762517,140.345335,1.362138,80.48970369,6.330732339
4504,axo10781-f_at,EXOG,82.7907395,75.55044773,65.39250116,64.1646281,67.57210999,83.16117285,81.29323528,90.55901116,81.37971935,77.46784488,83.03625078,56.96074545,61.94138853,69.61098904,106.3565076,91.02368573,86.20527219,87.16038114,95.01980889,102.9675117,-0.539501378,80.48069755,6.330570904
10933,axo14226-f_at,RBM16,62.99818677,68.74464351,60.74493438,68.30070666,73.13908637,79.9026419,74.89617832,86.83807259,74.31707935,75.29875989,87.43655774,61.29317013,63.16777023,57.62845712,84.31828977,111.453893,122.8950332,103.8712512,101.8700042,90.4052594,0.9640444,80.47599879,6.330486672
3323,axo01522-r_at,CWF19L2,65.53243799,67.54754355,55.45755856,60.84521055,67.82779556,78.32028448,79.5881535,83.06027827,84.45434245,89.35609289,78.39511206,56.22760808,61.21880176,63.55794473,91.77845401,97.46891638,102.9922664,105.836944,106.2154556,113.7144119,0.795134,80.46978064,6.330375195
1031,axo18409-r_at,AZI2,79.63516907,92.93635772,90.85680699,79.90129053,76.98411586,78.91249776,90.13807282,79.03950463,81.51864126,88.55259622,91.53066137,56.82083183,58.23383376,63.23579168,91.87846189,86.8914187,81.67838299,80.9633455,74.87201103,84.30926051,-0.486985753,80.44445261,6.329921032
13105,axo12746-f_at,TESK2,97.45175757,128.0377926,136.6177569,88.3978576,72.97678555,58.51039287,59.51756506,62.21879719,61.35902273,67.34949859,71.19680028,52.66291385,45.19243276,60.39335545,100.0832823,91.28494241,95.07243459,85.71233294,87.8692028,86.35331159,-1.108606984,80.41291178,6.329355266
1573,axo20218-f_at,C18orf45,77.64812594,87.30677463,85.99310602,76.49461581,75.08276631,83.91874514,91.24503163,92.22500775,98.23834153,99.97366458,98.22105407,60.07479137,57.86047372,54.28838574,79.00985453,73.98186169,74.80095063,76.14946522,80.24563427,85.49703596,-0.516307519,80.41278433,6.32935298
3108,axo09706-f_at,CRAT,89.0551044,88.01726879,93.56548936,84.20772013,88.46677338,83.1302474,82.34238894,87.86210142,78.20823391,82.37316974,84.50828607,57.27508562,53.8827689,52.26975391,78.72069758,83.46847457,83.27800483,87.76088688,85.66079728,83.87362469,-0.768721938,80.39634389,6.32905799
15048,axo00533-f_at,ZNF618,98.29849342,88.42708953,72.29570821,69.94482909,58.65528908,69.11397734,76.64332259,82.13861978,91.15898778,91.77032425,79.0591369,56.04632658,50.73665129,58.23124269,92.89393489,75.07977908,95.76913061,91.26121146,104.6056959,105.5545677,-0.954141003,80.38421591,6.328840339
7314,axo03837-f_at,LOC100131068,59.68132664,81.97201177,79.84725466,74.72097629,76.86926666,76.14256155,78.51712268,80.39332415,87.0930505,86.26935114,89.67012477,55.71195899,58.28745441,54.51809249,102.7518173,93.93156232,102.9573988,91.75395241,94.37733313,81.68683607,0.786696,80.35763884,6.328363269
590,axo01757-r_at,AOF1,69.93360154,75.97255313,69.0615017,67.17552564,52.61254013,64.03181948,77.06162482,81.31882701,100.8953097,83.75974819,91.66544625,63.63012899,58.21054811,69.25075289,98.40028575,91.96664463,95.15067593,85.1185282,100.3698601,111.311358,0.6705431,80.34486401,6.328133898
14193,axo20032-r_at,USP32,43.07982248,66.72030598,71.42611265,77.88436303,85.64242253,80.14535483,92.8192027,85.56907559,93.36752919,84.86624852,92.57028124,60.02284312,58.80240557,57.17548891,91.8169943,91.67061836,92.67765273,97.35846386,94.6903696,87.81728336,1.1762941,80.30614193,6.327438426
13570,axo14086-f_at,TOMM20,101.4344426,91.09002675,94.56073866,88.76339234,83.01397946,76.85440783,88.32525475,82.1682024,78.75019005,77.76955077,85.67500703,56.86881877,56.87327165,53.61007503,77.44261158,85.04203412,79.71601021,87.32169321,82.28716419,77.9777434,-0.919971551,80.27723074,6.326918945
12594,axo16551-f_at,SRBD1,77.04391443,69.17999,57.82105791,54.93155397,57.41520323,69.40844487,81.09872904,91.31659117,101.5596769,96.38982786,90.6818174,61.51759518,60.6828166,64.71296251,103.643778,95.07037197,90.97548928,88.77428312,95.73757776,97.27554817,0.4278806,80.26186147,6.326642711
4588,axo14037-f_at,FAM115A,74.5578421,89.97775088,82.76292336,72.49729693,68.25312042,69.35404868,57.48535277,49.81921555,77.39751814,83.4128704,88.10580063,85.22494428,66.01468613,56.7941449,144.7765969,111.9675216,122.1834185,80.16407821,62.66543954,61.03504755,0.9573964,80.22248087,6.325934677
10711,axo04483-f_at,QSER1,72.48333847,74.38955178,79.76322848,65.52259089,86.01828127,73.82870767,80.00473601,81.32445253,80.83472084,67.72513222,139.1629059,60.77187614,61.74657986,56.92535653,88.05469962,103.0023684,122.8187743,90.26260434,75.65633579,43.09563959,0.9410534,80.16959403,6.324983264
5224,axo18920-f_at,GALNT12,80.53828799,88.90367798,70.60585896,78.44019952,85.28760014,84.95513225,75.07060996,84.39323784,65.68814864,64.7926563,74.53338617,49.37074787,50.9899905,56.11253419,98.9212044,103.8124599,86.07850998,111.1357604,94.09262216,98.98858751,-0.706018306,80.13556063,6.324370684
11725,axo13216-r_at,SEMA3E,76.97775012,42.05598441,32.71404159,28.85871786,30.74240015,25.62466609,25.23315328,29.69971949,44.85364735,59.51712364,52.66445638,68.35514024,78.8940708,173.7731152,197.0493937,183.1764213,143.7644938,108.0229169,102.0527324,97.0472549,1.3560439,80.05385998,6.322899062
3219,axo11543-f_at,CSTB,75.40761941,70.77229507,67.66767432,67.25170318,71.47192298,74.40579072,80.57206355,82.3184607,89.68653508,88.85209573,96.93948413,70.6286972,63.18290425,60.68794651,88.60124708,91.52021905,87.65233993,86.40795305,93.92177053,93.09546592,0.3623741,80.05220942,6.322869316
800,axo15690-f_at,ARPP-21,304.187361,114.2070974,102.8789918,105.6958044,101.8890639,82.70242342,64.8048777,89.98158034,69.70965101,73.96251616,45.13534407,40.33642223,55.17207647,53.51966409,66.515995,56.74735718,57.18172749,44.3094035,34.21179748,35.88630052,-3.1523944,79.95177276,6.321058118
870,axo27279-f_at,Atf2,73.23612228,87.60817539,76.9154598,68.18640886,63.16992263,75.12978664,85.3586468,85.74131271,90.01278346,100.1377545,96.40726078,67.16706753,61.75168819,66.1076026,95.15531257,77.03988796,79.9966677,80.92510347,81.89226013,87.01048168,0.4513587,79.94748528,6.32098075
9960,axo04844-f_at,PKP1,66.5714506,72.85223865,83.61510022,83.51186044,84.87033694,79.84315363,77.36358258,79.23936973,69.69227282,76.26516317,94.57487766,67.14442283,59.65751193,56.61680664,80.77498094,107.2322983,104.3435491,90.73572602,86.66281535,77.13323958,0.687764,79.93503786,6.320756112
12531,axo14348-f_at,SPEN,74.81657927,69.15592232,67.31938538,76.78231217,77.77187953,73.65226564,74.20718113,75.04579858,77.95902811,75.99628023,78.01379771,59.81932218,58.19586393,64.05127447,101.7047253,95.41255416,101.9892369,100.8774219,96.39344916,99.42833891,0.446987,79.92963085,6.320658521
7690,axo30883-f_at,Map2k3b,37.833019,103.7307269,154.4703356,149.0095308,140.7940738,120.8089811,102.4495616,85.33079594,98.82413382,74.90294822,89.36109134,57.80704825,39.9796035,34.70392449,51.86465166,55.8814519,54.83410972,54.55653449,45.19912065,45.97910568,2.029612,79.91603742,6.320413145
10914,axo03376-f_at,RBBP8,80.08450348,81.56962418,67.34291193,61.18765058,57.37533631,66.70197157,80.56579761,98.15728228,76.14292572,71.74951129,100.3475651,73.4305747,73.01024075,64.1646789,90.61781503,104.4006656,108.8574171,78.82866845,82.93225984,79.13710586,0.4428447,79.83022531,6.318863178
10939,axo06926-r_at,RBM19,69.51358282,74.74489277,75.64744233,78.8059907,82.71664696,79.74299023,80.88889232,85.26272148,78.90241757,78.03556595,77.01008052,50.63699806,54.10880918,59.89672927,100.2828505,97.24370121,94.75309087,97.93802513,85.53209071,94.8015078,0.5287081,79.82325132,6.318737138
13482,axo12702-f_at,TMF1,67.01057122,74.18994676,70.49102605,77.95161998,84.86809564,87.76412316,86.2177495,86.00974363,81.08942065,84.17103778,84.7179515,54.86127571,54.30440382,64.11782006,90.86136035,83.225758,82.27367602,91.64026338,86.30082225,103.9533687,0.6334759,79.80100171,6.318334951
5972,axo13056-f_at,HEY1,159.43517,57.63382238,64.1365524,70.40859262,72.59329015,55.64954937,48.79151246,59.28463336,64.98565562,70.2129627,56.96787946,45.62839629,59.11913825,64.48568187,125.8772626,103.2308309,113.6611337,104.9920223,105.2765495,93.04773326,-1.804966057,79.77091846,6.317790984
7365,axo30219-f_at,LOC101929060,93.59467202,139.8132907,128.0980941,70.72508008,50.56424565,47.12156991,51.10947972,69.29958943,57.2379025,56.62694131,80.64403386,46.98498024,54.80698548,65.26279755,111.9238822,98.12453452,108.9034614,74.56692791,86.08565816,102.5404696,-0.994226763,79.70172982,6.316539131
4792,axo28765-f_at,Fat3,208.5572421,73.14969784,72.70373115,58.3653853,50.23084014,45.19449349,59.3414017,66.90924686,90.50686999,91.55642969,66.56827598,52.73691866,46.25807778,64.74102635,119.9786007,76.4845794,99.95342514,88.36833521,82.93712315,79.36761236,-2.2062245,79.69546565,6.316425738
14268,axo10019-f_at,VCAN,82.07895739,61.67392676,57.46997833,66.1374584,70.58008684,72.7439217,78.41150253,90.501889,84.50378164,106.0338654,98.26648865,72.18292629,74.95805518,54.89987792,87.36673675,83.57389096,96.82067184,90.35167864,82.32610123,82.29094014,-0.580209464,79.65863678,6.315758886
13141,axo08959-f_at,TG,120.3970222,88.36478265,77.73625493,83.18418709,71.55730756,71.09828228,79.84113917,79.6831624,100.915572,92.89889299,93.40008126,68.7446387,65.50240805,57.77351018,79.35541132,83.46731167,70.66636034,71.67356947,66.73818284,69.29974795,-1.059319653,79.61489125,6.314966394
768,axo02428-f_at,ARL6,106.6808637,94.06755492,90.7368581,92.16979904,87.8423655,75.93138404,72.83033116,74.80458008,75.95836254,67.13766235,86.22750912,55.38794037,54.23925355,54.80847461,81.73221342,87.61324004,90.15857449,80.06232462,88.1318815,75.47555734,-0.975892181,79.59983652,6.314693563
11598,axo04800-f_at,SCARB1,82.97331951,91.58543646,97.46101214,88.60614803,84.33165136,77.82799037,82.55700337,77.56112369,72.26438024,80.54058801,87.6910318,61.07967426,55.97812515,53.24809133,74.56705713,85.36397191,88.89070721,81.32602526,85.98590593,82.04320236,-0.639917692,79.59412228,6.314589992
6303,axo02324-f_at,IFT88,68.30490606,79.85386323,89.19438582,74.00565959,71.14543081,75.25690221,81.02661129,89.75638086,85.02665633,85.69196918,95.7095513,58.06733923,54.76658329,64.01821504,95.98805638,84.82319969,82.53621073,82.42680102,83.81991771,90.1297635,0.4908657,79.57742016,6.314287224
4441,axo05907-r_at,ERVWE1,58.09545918,67.69083931,111.1937663,68.73914967,90.7343864,69.282592,86.71678109,74.2378642,93.56747393,89.04710477,100.6025944,61.48045888,79.92199296,60.63541992,99.04668602,70.7876953,81.77790506,82.17560684,76.6431579,69.013328,0.9365786,79.56951311,6.314143866
14518,axo10568-r_at,WTAP,72.8348444,74.68920826,64.26993018,75.987252,75.98579304,78.34781307,78.49499159,74.61476301,73.40468297,66.99187843,77.27977561,52.84464329,50.04149396,58.5209342,99.66014031,103.3032906,105.8238793,104.3119983,100.8524275,101.3967148,0.5389645,79.48282274,6.312571204
4053,axo07747-r_at,E2F4,73.90213814,109.7729894,103.5801685,147.1314753,149.8655942,134.0178354,85.40258302,87.50120017,75.09140602,53.79412814,46.56530426,36.97752752,28.68275453,37.66894286,62.43833234,56.43813071,64.18474754,78.61735928,80.89923751,76.63049395,1.0199812,79.45811744,6.312122708
2178,axo00392-f_at,CCDC104,102.4048689,76.35311441,67.82174034,55.55013837,54.0011902,65.64341547,81.61396905,88.28307034,88.74302338,88.20610456,82.27597997,55.98701149,56.0458348,68.27134683,93.76666396,93.68985291,93.47891604,80.64780149,95.84193297,100.1852354,-0.9232212,79.44056054,6.311803898
6790,axo14779-f_at,KIAA0664,65.1388525,75.79483317,88.91992337,92.02000948,72.92986407,80.69452013,91.22288549,77.73978971,87.18039287,95.11090773,84.5852733,58.36235949,56.76296803,61.45321612,70.61828599,95.77450771,85.8144028,79.50825765,82.29768251,86.60354045,0.5561234,79.42662363,6.311550772
7383,axo04899-r_at,LOC348262,92.07384567,99.71693954,99.32140053,106.6036112,105.121831,89.69219236,84.79434803,86.34179016,94.93243609,84.16104424,82.12295299,59.62020554,48.15950415,52.14769088,74.65674479,65.28181666,65.53234715,69.42873594,57.96955075,70.76415721,-0.934970867,79.42215724,6.311469642
15159,axo00367-r_at,ZSWIM1,84.37583095,71.30448407,71.4535557,81.81525708,91.55500181,85.96241447,81.38958573,78.03168779,82.00916823,86.04827703,72.12807922,56.14181908,58.34830542,61.73458057,94.28165641,88.60545402,79.33049797,84.93601987,86.85809462,90.98081165,-0.587753995,79.36452908,6.310422453
6714,axo01883-r_at,KDELC2,84.44912091,74.54800812,68.74008354,76.91061906,66.60799268,68.82385508,67.62577887,67.79344125,80.31474658,73.47002192,65.0078529,53.14184262,63.74168805,55.58801028,87.47557878,96.64865833,106.6415467,105.7454149,120.5431032,102.9858059,0.5133948,79.34015848,6.309979374
13215,axo18158-r_at,TICAM2,142.8110399,116.7516396,91.66826101,87.20813412,84.4131233,83.53472854,88.06282984,84.61366087,78.2904212,81.27734101,76.17287271,56.58198524,53.33450836,48.05670428,66.70251714,68.11293998,59.95163108,72.81243239,69.38841465,75.96559177,-1.571297893,79.28553885,6.308985847
9597,axo08351-f_at,PCOLCE,163.2102778,69.41930902,59.84443125,59.51184747,69.15448907,48.83356507,45.10072125,49.09194767,48.66679964,45.81182083,70.13000861,65.17107462,77.20239859,53.5509878,84.40483858,116.4725602,150.7090351,93.73316548,121.5136521,93.78356394,-1.8555095,79.2658247,6.30862708
2420,axo05984-r_at,CDC7,59.22371558,63.01522794,41.75861332,37.54636925,47.2042352,80.86035319,76.29264101,73.55399006,57.84906354,63.773555,65.1602575,47.9971792,59.11098557,69.12161841,110.7015414,124.0902883,128.1227625,129.704372,125.2594987,123.6042381,1.1309802,79.19752529,6.307383446
12887,axo20226-f_at,SYTL2,72.32382126,69.29702922,88.6790371,100.2098838,99.40132654,106.9207832,83.6362864,93.638343,69.37805546,70.46393314,85.11138954,59.04486402,50.54951328,55.42745256,85.70234054,89.29246298,92.88051716,81.76506711,67.04398508,62.56952731,0.5639995,79.16678094,6.306823285
10457,axo11459-r_at,PRSS16,87.78706037,80.18053285,82.93955491,79.29685813,70.1348601,72.41238181,88.10984358,81.35651072,90.91209254,85.85665732,101.7327797,68.08241124,66.2471174,62.76220218,83.88713677,85.46639706,78.72577229,72.69068522,72.8452855,70.50139993,-0.484112331,79.09637698,6.305539708
10541,axo08550-f_at,PTBP1,48.60778538,56.81350481,67.94818454,67.11701738,66.44731964,86.30435764,80.51922605,83.3983884,69.4429822,71.33071848,87.86672395,58.62663169,55.84658055,59.65837714,103.2856774,94.75741914,123.9767775,99.60566557,100.829599,98.96024727,1.3508106,79.06715919,6.305006686
3638,axo03603-f_at,DFFA,65.347077,66.75214076,55.87654451,64.99917492,66.34113548,75.56307984,84.35258057,82.99761644,81.77870431,74.06745186,96.05622455,62.06430205,58.87862324,59.27755737,91.47491723,99.37994925,96.40291729,93.96071588,104.0204951,101.3442622,0.6706732,79.04677349,6.304634671
11066,axo06939-f_at,RFXAP,92.91222965,59.4911021,53.15650329,61.55467813,70.6549631,86.41738079,85.94302187,90.85955913,83.05289774,89.7736968,79.95096268,58.76484484,60.07290962,60.31303092,90.03974713,96.97721381,96.56265242,86.53988509,89.30331964,87.36650057,-0.8056223,78.98535497,6.303513276
2110,axo20238-f_at,CASP10,49.87763311,89.13759306,112.1898307,119.8338267,102.9372831,89.14417346,80.88904371,75.4961045,60.21382248,70.23659008,76.00265437,58.23875009,55.14281222,59.08818244,88.60655952,83.32282219,74.93038193,84.86046624,71.61218095,77.79840647,1.2645703,78.97795587,6.303378123
14177,axo12036-f_at,USP16,64.54002359,60.6425662,67.25357715,76.10822665,84.80456373,81.59313114,63.57340692,80.69325046,69.62776936,57.10351705,114.4769318,88.1950601,72.50929768,57.21896933,81.72096868,111.4232506,108.6977826,85.83518238,81.54094095,70.80724111,0.8267909,78.91828287,6.302287661
8578,axo17002-f_at,MYNN,71.18328957,66.6738994,45.86919553,55.2525713,73.50215787,86.1893495,85.00036316,88.09391105,85.82115427,92.22013675,87.2923003,62.05321449,62.69680818,59.90971183,91.13324288,85.82224289,85.93078087,91.34025422,101.6153612,100.4108876,0.513508,78.90054164,6.301963299
12482,axo18798-f_at,SPAG16,104.9319783,96.86475365,99.48156511,97.85513813,87.61205583,75.25141996,72.07158158,73.95778437,79.36987345,84.83548873,85.56708273,56.94640914,55.51316468,54.67986292,77.70286562,75.83945544,74.51990345,76.63703814,73.78391828,74.55233843,-0.940372879,78.8986839,6.30192933
11465,axo06109-r_at,RTL1,72.44011342,55.71647573,71.61805334,69.45053968,74.75435892,85.45274315,86.54466602,95.15558299,86.97251209,101.4709395,101.3575678,62.50927532,66.57804446,62.74280365,80.06635365,82.16329875,91.54481687,77.12035032,77.47236627,75.14009318,0.4862059,78.81354776,6.30037174
13948,axo06406-r_at,TXNL4B,147.5174078,107.5540171,97.56534557,99.89185202,72.39773714,73.89126386,79.63934222,81.29699379,75.43221056,72.76381095,64.79376561,44.9911953,44.23290839,53.09617805,72.04181882,76.60153515,71.44457192,74.17325623,78.53621691,88.38602663,-1.7376932,78.8123727,6.30035023
11015,axo09891-r_at,RECQL5,65.29990555,79.03520953,72.79146019,69.06887404,77.1063355,84.17351156,71.94799109,76.070116,80.99697368,84.61419458,84.73693258,58.07913477,57.96999411,63.63284909,94.35184996,90.08586804,95.8350973,93.41224022,86.99574291,89.63400779,0.5534732,78.79191442,6.299975684
6651,axo01993-f_at,KCNAB1,512.744464,198.9743289,134.0059269,86.04085166,47.15392311,36.17787337,42.70351144,70.78565908,44.38900915,77.19701723,41.51327079,23.24643603,26.13692816,29.84925765,25.84331615,39.49479969,34.06768004,33.12154808,35.68592838,35.5730606,-4.463158555,78.73523952,6.298937582
7972,axo13452-f_at,METTL7A,370.5033303,151.7669982,112.5073466,133.1222488,112.7629722,69.60872284,72.45597702,65.77534475,67.28601149,51.42776315,44.03437854,34.99949615,32.19729047,35.34377861,42.45596619,40.78545382,35.80369057,36.65992426,31.03272325,33.6391699,-3.5776243,78.70842936,6.298446246
15,axo15211-r_at,AAAS,62.0789392,65.22491709,58.25675346,59.56045624,72.08037441,70.53257474,68.73497121,67.68975078,66.65662654,63.66368673,68.370018,44.67686622,53.67154718,65.65608486,81.95859798,117.5924887,117.2408725,118.0466017,129.9907449,121.5305239,1.0662331,78.66066982,6.297570566
